Date,treatment_ar,treatment_car,control_ar,control_car
2023-08-04,-0.00936996124289734,-0.009369961242897351,0.00465799359224658,0.004657993592246612
2023-08-07,-0.014226921861022136,-0.023463577397475954,-0.01108060604939096,-0.006474225849120607
2023-08-08,-0.03189503948671105,-0.05461024515659496,0.00451663650223384,-0.001986831071680628
2023-08-09,-3.548265470008684e-06,-0.05461359965041779,-0.0023890488033799203,-0.004371133238666225
2023-08-10,0.0016625535407889997,-0.053041844143102757,-0.015283403209898207,-0.019587730656793645
