Date,treatment_ar,treatment_car,control_ar,control_car
2023-08-04,-0.0093699612428973,-0.0093699612428973,0.0046579935922465,0.0046579935922466
2023-08-07,-0.0142269218610221,-0.0234635773974759,-0.0110806060493909,-0.0064742258491206
2023-08-08,-0.031895039486711,-0.0546102451565949,0.0045166365022338,-0.0019868310716806
2023-08-09,-3.548265470008684e-06,-0.0546135996504177,-0.0023890488033799,-0.0043711332386662
2023-08-10,0.0016625535407889,-0.0530418441431027,-0.0152834032098982,-0.0195877306567936
full_window,,-0.0530418441431027,,-0.0195877306567936
