Date,Ticker,Name,Group,Open,High,Low,Close,Adj Close,Volume
2014-03-01,0293.HK,Cathay Pacific Airways,Control Big,13.397690773010254,13.955202102661133,12.578845977783203,12.596267700195312,9.16919231414795,84553332.0
2014-03-01,0670.HK,China Eastern Airlines,Control Big,2.819999933242798,2.819999933242798,2.450000047683716,2.5799999237060547,2.4353244304656982,72581692.0
2014-03-01,1055.HK,China Southern Airlines,Control Big,2.6700000762939453,2.75,2.450000047683716,2.5199999809265137,2.3023312091827393,172085581.0
2014-03-01,9201.T,Japan Airlines,Control Big,2515.0,2600.0,2277.5,2540.0,1900.447998046875,65639800.0
2014-03-01,9202.T,ANA Holdings,Control Big,2250.0,2320.0,2160.0,2230.0,1922.4686279296875,39967200.0
2014-03-01,AAL,American Airlines Group,Treatment Big,36.16999816894531,39.880001068115234,35.02000045776367,36.599998474121094,34.50433349609375,194519600.0
2014-03-01,AAVVF,Avianca Holdings SA,Treatment Small,4.079999923706055,5.099999904632568,3.8499999046325684,4.929999828338623,4.929999828338623,5934300.0
2014-03-01,AC.TO,Air Canada,Treatment Big,5.760000228881836,6.730000019073486,5.139999866485596,5.53000020980835,5.53000020980835,56643300.0
2014-03-01,AF.PA,Air France-KLM,Control Small,49.4512939453125,55.20085906982422,48.00886154174805,55.02433776855469,55.02433776855469,14619496.0
2014-03-01,AIR.NZ,Air New Zealand,Control Small,1.0874500274658203,1.2559280395507812,1.0874500274658203,1.252864956855774,0.5905677676200867,135698417.0
2014-03-01,ALGT,Allegiant Travel,Treatment Small,98.94999694824219,112.44000244140625,98.62999725341797,111.93000030517578,96.59793853759766,2935100.0
2014-03-01,ALK,Alaska Air Group,Treatment Small,42.689998626708984,46.974998474121094,42.150001525878906,46.654998779296875,42.332847595214844,28947200.0
2014-03-01,C6L.SI,Singapore Airlines,Control Big,7.073869228363037,7.412062168121338,7.003411769866943,7.376833915710449,4.952217102050781,34246471.0
2014-03-01,CPA,Copa Holdings,Treatment Small,134.5,146.0,121.11000061035156,145.19000244140625,100.38754272460938,12104800.0
2014-03-01,DAL,Delta Air Lines,Control Big,32.38999938964844,35.849998474121094,31.899999618530273,34.650001525878906,30.072124481201172,243481200.0
2014-03-01,EZJ.L,easyJet,Control Small,1693.0,1760.5870361328125,1578.0,1715.0,1710.1781005859375,25501880.0
2014-03-01,IAG.L,International Airlines Group,Control Small,434.79998779296875,453.0,408.70001220703125,417.20001220703125,415.8136291503906,162594063.0
2014-03-01,ICAGY,International Consolidated Airlines Group ADR,Treatment Big,14.3057222366333,14.99799919128418,13.453380584716797,13.985593795776367,8.713920593261719,553530.0
2014-03-01,JET2.L,Jet2 plc,Treatment Small,282.25,300.0,268.0,278.5,278.237548828125,6615918.0
2014-03-01,LHA.DE,Lufthansa Group,Control Small,13.167396545410156,14.127297401428223,12.68209457397461,13.570627212524414,10.507155418395996,103826198.0
2014-03-01,LTM.SN,LATAM Airlines Group,Control Big,482.31793212890625,481.4364929199219,438.4809875488281,464.2710266113281,462.953369140625,177039695.0
2014-03-01,LUV,Southwest Airlines,Treatment Big,22.149999618530273,24.170000076293945,21.81999969482422,23.610000610351562,20.606643676757812,148114800.0
2014-03-01,NAS.OL,Norwegian Air Shuttle,Treatment Big,6802.84033203125,7123.09912109375,6274.41259765625,6754.80126953125,6390.77001953125,278244.0
2014-03-01,QAN.AX,Qantas Airways,Control Small,1.2460060119628906,1.2460060119628906,1.0969109535217285,1.1767829656600952,0.9658585786819458,211296567.0
2014-03-01,RYAAY,Ryanair Holdings,Treatment Big,23.06153106689453,24.214813232421875,22.396650314331055,24.13683319091797,21.88590431213379,21646576.0
2014-03-01,SPY,SPDR S&P 500 ETF Trust,Benchmark,184.64999389648438,189.02000427246094,183.75,187.00999450683594,151.90248107910156,2554084300.0
2014-03-01,THYAO.IS,Turkish Airlines,Treatment Big,6.429999828338623,6.690000057220459,6.0,6.590000152587891,6.437666893005371,419556218.0
2014-03-01,TUI1.DE,TUI Group,Treatment Small,35.881656646728516,36.95359420776367,32.97614669799805,34.13270950317383,25.873821258544922,8316880.0
2014-03-01,UAL,United Airlines Holdings,Treatment Big,44.2599983215332,49.18000030517578,42.849998474121094,44.630001068115234,44.630001068115234,85213500.0
2014-04-01,0293.HK,Cathay Pacific Airways,Control Big,12.631113052368164,13.57191276550293,12.12586784362793,12.753067970275879,9.283333778381348,99483974.0
2014-04-01,0670.HK,China Eastern Airlines,Control Big,2.5899999141693115,2.740000009536743,2.2799999713897705,2.390000104904175,2.255979061126709,81408282.0
2014-04-01,1055.HK,China Southern Airlines,Control Big,2.5299999713897705,2.640000104904175,2.259999990463257,2.309999942779541,2.1104700565338135,359667635.0
2014-04-01,9201.T,Japan Airlines,Control Big,2585.0,2650.0,2457.5,2645.0,2048.448974609375,40619800.0
2014-04-01,9202.T,ANA Holdings,Control Big,2230.0,2290.0,2180.0,2230.0,1948.6839599609375,21020400.0
2014-04-01,AAL,American Airlines Group,Treatment Big,36.95000076293945,38.900001525878906,31.860000610351562,35.06999969482422,33.06195068359375,256325500.0
2014-04-01,AAVVF,Avianca Holdings SA,Treatment Small,4.960000038146973,6.369999885559082,4.949999809265137,6.329999923706055,6.329999923706055,11989200.0
2014-04-01,AC.TO,Air Canada,Treatment Big,5.650000095367432,7.940000057220459,5.650000095367432,7.579999923706055,7.579999923706055,64694300.0
2014-04-01,AF.PA,Air France-KLM,Control Small,55.22607421875,60.24433517456055,51.872161865234375,52.27564239501953,52.27564239501953,10748953.0
2014-04-01,AIR.NZ,Air New Zealand,Control Small,1.2406120300292969,1.3049399852752686,1.213042974472046,1.2865610122680664,0.6213230490684509,76770278.0
2014-04-01,ALGT,Allegiant Travel,Treatment Small,112.38999938964844,123.31999969482422,109.0199966430664,117.44999694824219,101.36181640625,2180300.0
2014-04-01,ALK,Alaska Air Group,Treatment Small,46.3650016784668,48.3849983215332,43.90999984741211,47.040000915527344,42.68218231201172,37183800.0
2014-04-01,C6L.SI,Singapore Airlines,Control Big,7.376833915710449,7.397971153259277,7.207736968994141,7.313423156738281,4.909646987915039,50276138.0
