Date,Ticker,Name,Group,Open,High,Low,Close,Adj Close,Volume
2017-01-01,ALGN,Align Technology,Control Big,96.48999786376953,98.81999969482422,88.55999755859375,91.69000244140625,91.69000244140625,18340700.0
2017-01-01,ANGO,AngioDynamics,Treatment Small,17.020000457763672,18.18000030517578,15.8100004196167,16.100000381469727,16.100000381469727,6055300.0
2017-01-01,BSX,Boston Scientific,Control Big,21.719999313354492,24.06999969482422,21.65999984741211,24.059999465942383,24.059999465942383,166193300.0
2017-01-01,COO,Cooper Companies,Control Big,43.91999816894531,46.1875,43.51250076293945,46.15250015258789,46.08771896362305,35751200.0
2017-01-01,DHR,Danaher,Control Big,69.53900909423828,74.56560516357422,69.3439712524414,74.39716339111328,71.06613159179688,64411621.0
2017-01-01,DVA,DaVita,Treatment Big,64.73999786376953,66.5999984741211,62.2400016784668,63.75,63.75,25118300.0
2017-01-01,DXCM,DexCom,Treatment Big,14.875,22.200000762939453,14.420000076293945,19.787500381469727,19.787500381469727,148622400.0
2017-01-01,EW,Edwards Lifesciences,Treatment Small,31.266666412353516,33.233333587646484,31.020000457763672,32.08000183105469,32.08000183105469,107851500.0
2017-01-01,HAE,Haemonetics,Control Small,40.25,40.7400016784668,39.0,39.86000061035156,39.86000061035156,6947800.0
2017-01-01,IDXX,IDEXX Laboratories,Control Big,118.29000091552734,122.47000122070312,113.91999816894531,122.33000183105469,122.33000183105469,34766100.0
2017-01-01,IRTC,iRhythm Technologies,Treatment Small,30.31999969482422,32.84000015258789,28.700000762939453,32.630001068115234,32.630001068115234,2385600.0
2017-01-01,ISRG,Intuitive Surgical,Treatment Big,70.66000366210938,77.82444763183594,69.413330078125,76.9655532836914,76.9655532836914,72194400.0
2017-01-01,JNJ,Johnson & Johnson,Control Big,115.77999877929688,117.0,110.76000213623047,113.25,87.81417846679688,143312500.0
2017-01-01,LMAT,LeMaitre Vascular,Treatment Small,25.610000610351562,27.040000915527344,22.510000228881836,22.709999084472656,20.78799819946289,2233100.0
2017-01-01,MASI,Masimo,Treatment Big,68.26000213623047,73.72000122070312,66.79000091552734,73.58000183105469,73.58000183105469,8294900.0
2017-01-01,MMSI,Merit Medical Systems,Treatment Small,26.5,26.899999618530273,24.229999542236328,25.399999618530273,25.399999618530273,5218400.0
2017-01-01,NEO,NeoGenomics,Control Small,8.579999923706055,9.0600004196167,7.710000038146973,8.0600004196167,8.0600004196167,4673000.0
2017-01-01,PEN,Penumbra,Treatment Big,63.79999923706055,76.8499984741211,63.04999923706055,71.55000305175781,71.55000305175781,4032500.0
2017-01-01,PODD,Insulet,Treatment Big,38.13999938964844,44.91999816894531,36.79999923706055,41.599998474121094,41.599998474121094,12182800.0
2017-01-01,RMD,ResMed,Treatment Big,62.099998474121094,70.76000213623047,61.220001220703125,67.54000091552734,61.1618537902832,20567300.0
2017-01-01,SPY,SPDR S&P 500 ETF Trust,Benchmark,225.0399932861328,229.7100067138672,223.8800048828125,227.52999877929688,196.44500732421875,1482408500.0
