Date,Ticker,Name,Group,Open,High,Low,Close,Adj Close,Volume,Daily_Return,SPY_Return,Market_Adjusted_Return,Days_to_Event
2023-03-08,ALL,Allstate,Control Small,125.19999694824219,125.19999694824219,121.16000366210938,122.4000015258789,114.31243133544922,1824800,-0.017498672460235065,0.0016321048997676169,-0.019130777360002682,-2
2023-03-09,ALL,Allstate,Control Small,122.4800033569336,122.52999877929688,118.44000244140625,119.4000015258789,111.5106430053711,1651700,-0.024509918102050388,-0.01844978520510754,-0.006060132896942849,-1
2023-03-10,ALL,Allstate,Control Small,118.68000030517578,120.69999694824219,117.68000030517578,118.19999694824219,110.38994598388672,1979700,-0.010050135047919961,-0.014429525454270231,0.00437939040635027,0
2023-03-13,ALL,Allstate,Control Small,115.94999694824219,117.16000366210938,113.80000305175781,114.18000030517578,106.63556671142578,3208000,-0.03401015589779299,-0.0014253573539745323,-0.03258479854381846,3
2023-03-14,ALL,Allstate,Control Small,117.11000061035156,118.01000213623047,112.93000030517578,114.36000061035156,106.80365753173828,2513800,0.0015763110329538588,0.016530204344462396,-0.014953893311508537,4
2023-03-08,BAC,Bank of America,Control Big,32.65999984741211,32.970001220703125,32.439998626708984,32.560001373291016,30.12108039855957,40045600,-0.013333207543444692,0.0016321048997676169,-0.014965312443212309,-2
2023-03-09,BAC,Bank of America,Control Big,32.279998779296875,32.38999938964844,30.309999465942383,30.540000915527344,28.25238800048828,112457900,-0.062039354941619274,-0.01844978520510754,-0.043589569736511735,-1
2023-03-10,BAC,Bank of America,Control Big,30.31999969482422,31.040000915527344,28.920000076293945,30.270000457763672,28.00261116027832,165330900,-0.008840910729586593,-0.014429525454270231,0.005588614724683638,0
2023-03-13,BAC,Bank of America,Control Big,28.920000076293945,29.719999313354492,27.8700008392334,28.510000228881836,26.374448776245117,218403300,-0.05814323438318314,-0.0014253573539745323,-0.05671787702920861,3
2023-03-14,BAC,Bank of America,Control Big,29.989999771118164,30.09000015258789,28.469999313354492,28.760000228881836,26.6057186126709,154255800,0.00876870786524564,0.016530204344462396,-0.007761496479216756,4
2023-03-08,BLK,BlackRock,Control Big,676.6199951171875,680.3300170898438,672.6500244140625,674.3599853515625,628.3615112304688,554800,-0.00044457804116526667,0.0016321048997676169,-0.0020766829409328835,-2
2023-03-09,BLK,BlackRock,Control Big,674.489990234375,675.22998046875,650.0,651.280029296875,606.8558349609375,787100,-0.03422500564590347,-0.01844978520510754,-0.015775220440795934,-1
2023-03-10,BLK,BlackRock,Control Big,647.7000122070312,651.4600219726562,628.47998046875,635.030029296875,591.7142944335938,960900,-0.02495080323042187,-0.014429525454270231,-0.010521277776151639,0
2023-03-13,BLK,BlackRock,Control Big,625.02001953125,643.22998046875,624.0900268554688,625.77001953125,583.085693359375,997600,-0.014582377264484192,-0.0014253573539745323,-0.01315701991050966,3
2023-03-14,BLK,BlackRock,Control Big,646.4099731445312,648.0,624.7100219726562,637.8300170898438,594.3232421875,928600,0.01927255111230952,0.016530204344462396,0.002742346767847126,4
2023-03-08,BOKF,BOK Financial,Treatment Small,99.25,100.26000213623047,98.72000122070312,99.16000366210938,92.33548736572266,158200,0.0004035472814494234,0.0016321048997676169,-0.0012285576183181934,-2
2023-03-09,BOKF,BOK Financial,Treatment Small,98.47000122070312,98.91000366210938,94.6500015258789,94.93000030517578,88.39659881591797,273300,-0.04265844760426207,-0.01844978520510754,-0.024208662399154535,-1
2023-03-10,BOKF,BOK Financial,Treatment Small,92.54000091552734,97.12000274658203,91.29000091552734,94.41999816894531,87.92169952392578,367900,-0.00537237063816387,-0.014429525454270231,0.00905715481610636,0
2023-03-13,BOKF,BOK Financial,Treatment Small,91.41999816894531,92.33000183105469,85.58999633789062,87.4000015258789,81.38484954833984,570200,-0.07434853979144351,-0.0014253573539745323,-0.07292318243746898,3
2023-03-14,BOKF,BOK Financial,Treatment Small,90.87000274658203,94.38999938964844,85.58999633789062,88.22000122070312,82.14839935302734,814700,0.009381964934812359,0.016530204344462396,-0.007148239409650037,4
2023-03-08,BX,Blackstone,Control Big,89.9000015258789,91.91000366210938,89.80000305175781,91.51000213623047,83.37568664550781,2224600,0.02280085356494399,0.0016321048997676169,0.021168748665176373,-2
2023-03-09,BX,Blackstone,Control Big,90.66999816894531,91.69000244140625,84.72000122070312,84.98999786376953,77.43524169921875,7183300,-0.07124912771688852,-0.01844978520510754,-0.05279934251178098,-1
2023-03-10,BX,Blackstone,Control Big,83.98999786376953,85.12999725341797,79.12999725341797,80.22000122070312,73.08927154541016,13967500,-0.05612393089298562,-0.014429525454270231,-0.04169440543871539,0
2023-03-13,BX,Blackstone,Control Big,77.38999938964844,84.30999755859375,76.19000244140625,83.4800033569336,76.05948638916016,12797800,0.040638178229818855,-0.0014253573539745323,0.04206353558379339,3
2023-03-14,BX,Blackstone,Control Big,86.80999755859375,87.98999786376953,85.22000122070312,86.20999908447266,78.54679107666016,9053100,0.03270209681371816,0.016530204344462396,0.016171892469255766,4
2023-03-08,C,Citigroup,Control Big,51.060001373291016,51.27000045776367,50.29999923706055,50.68000030517578,45.65322494506836,12847700,-0.00783084246159238,0.0016321048997676169,-0.009462947361359997,-2
2023-03-09,C,Citigroup,Control Big,50.58000183105469,50.83000183105469,48.40999984741211,48.599998474121094,43.77953338623047,29460100,-0.04104182258958455,-0.01844978520510754,-0.022592037384477015,-1
2023-03-10,C,Citigroup,Control Big,48.08000183105469,49.380001068115234,47.130001068115234,48.34000015258789,43.54533004760742,29770800,-0.005349607921968147,-0.014429525454270231,0.009079917532302084,0
2023-03-13,C,Citigroup,Control Big,47.0,47.2400016784668,44.599998474121094,44.7400016784668,40.30239486694336,50709200,-0.0744726283419741,-0.0014253573539745323,-0.07304727098799957,3
2023-03-14,C,Citigroup,Control Big,47.209999084472656,47.9900016784668,46.560001373291016,47.400001525878906,42.69855880737305,42165900,0.059454629144013005,0.016530204344462396,0.04292442479955061,4
2023-03-08,CFG,Citizens Financial Group,Treatment Big,38.88999938964844,38.88999938964844,37.75,38.08000183105469,33.28057098388672,5622300,-0.01576614943907151,0.0016321048997676169,-0.017398254338839125,-2
2023-03-09,CFG,Citizens Financial Group,Treatment Big,37.72999954223633,37.900001525878906,35.665000915527344,35.75,31.244232177734375,9842000,-0.061187015305063985,-0.01844978520510754,-0.04273723009995645,-1
