"Date","Price","Open","High","Low","Vol.","Change %"
"11/04/2025","38.46","38.40","39.04","38.20","9.16M","0.21%"
"11/03/2025","38.38","39.12","39.42","38.00","12.36M","-0.88%"
"10/31/2025","38.72","38.56","38.92","38.24","5.87M","0.05%"
"10/30/2025","38.70","39.74","39.74","38.28","11.81M","-2.62%"
"10/28/2025","39.74","39.68","39.98","39.44","9.77M","0.10%"
"10/27/2025","39.70","39.46","39.78","39.04","11.19M","1.79%"
"10/24/2025","39.00","38.42","39.38","38.30","9.41M","2.58%"
"10/23/2025","38.02","37.56","38.30","37.06","10.25M","1.01%"
"10/22/2025","37.64","38.48","38.48","37.38","11.40M","-1.31%"
"10/21/2025","38.14","39.06","39.06","38.06","9.05M","-0.16%"
"10/20/2025","38.20","37.68","38.62","37.44","16.60M","3.19%"
"10/17/2025","37.02","37.00","37.48","36.76","10.63M","0.27%"
"10/16/2025","36.92","37.00","37.50","36.54","9.25M","-0.05%"
"10/15/2025","36.94","36.28","37.24","36.08","16.79M","3.82%"
"10/14/2025","35.58","37.64","37.80","35.44","29.50M","-5.47%"
"10/13/2025","37.64","37.22","37.84","37.06","24.02M","-2.23%"
"10/10/2025","38.50","39.70","39.72","38.18","23.43M","-4.13%"
"10/09/2025","40.16","40.54","41.20","39.96","16.38M","-0.94%"
"10/08/2025","40.54","39.68","40.66","39.68","12.38M","-0.83%"
"10/06/2025","40.88","41.70","42.42","40.44","12.00M","-2.99%"
"10/03/2025","42.14","42.56","42.72","41.74","5.92M","-1.82%"
"10/02/2025","42.92","42.88","43.54","42.70","8.83M","0.09%"
"09/30/2025","42.88","43.78","43.78","42.50","9.02M","-1.43%"
"09/29/2025","43.50","42.68","43.90","42.30","18.90M","2.89%"
"09/26/2025","42.28","41.32","43.10","41.24","16.12M","1.59%"
"09/25/2025","41.62","41.82","42.16","41.50","10.55M","-0.24%"
"09/24/2025","41.72","40.84","41.92","40.74","9.22M","0.43%"
"09/23/2025","41.54","42.80","42.96","41.28","8.97M","-1.00%"
"09/22/2025","41.96","42.76","43.00","41.82","9.04M","-1.18%"
"09/19/2025","42.46","41.12","43.10","40.80","19.76M","4.22%"
"09/18/2025","40.74","41.20","41.56","40.40","12.31M","-1.74%"
"09/17/2025","41.46","41.20","41.64","41.16","7.94M","1.17%"
"09/16/2025","40.98","41.90","41.94","40.90","10.94M","-1.40%"
"09/15/2025","41.56","42.14","42.34","41.34","12.90M","-1.28%"
"09/12/2025","42.10","43.30","43.46","42.00","14.79M","0.10%"
"09/11/2025","42.06","41.20","42.14","40.82","10.32M","1.30%"
"09/10/2025","41.52","41.40","41.86","41.18","8.56M","0.00%"
"09/09/2025","41.52","41.88","42.04","41.30","8.23M","0.00%"
"09/08/2025","41.52","41.10","41.76","40.64","7.58M","0.58%"
"09/05/2025","41.28","40.56","41.38","40.40","10.13M","2.69%"
"09/04/2025","40.20","41.32","41.32","39.92","12.03M","-1.95%"
"09/03/2025","41.00","42.06","42.06","40.94","6.91M","-0.53%"
"09/02/2025","41.22","41.08","42.04","41.02","10.56M","0.34%"
"09/01/2025","41.08","41.64","41.64","40.90","5.59M","0.20%"
"08/29/2025","41.00","41.10","41.48","40.94","7.23M","0.34%"
"08/28/2025","40.86","40.82","40.98","40.28","8.96M","-0.10%"
"08/27/2025","40.90","41.98","42.42","40.42","14.63M","-2.80%"
"08/26/2025","42.08","42.30","43.00","41.94","15.04M","-0.57%"
"08/25/2025","42.32","40.58","42.32","40.44","22.39M","5.59%"
"08/22/2025","40.08","40.20","40.26","39.92","8.41M","-0.30%"
"08/21/2025","40.20","40.00","40.30","39.48","6.72M","0.05%"
"08/20/2025","40.18","40.28","40.32","39.78","6.90M","-0.25%"
"08/19/2025","40.28","39.72","40.60","39.58","10.07M","1.87%"
"08/18/2025","39.54","39.20","40.48","39.20","8.53M","0.05%"
"08/15/2025","39.52","39.82","39.98","39.30","10.69M","-1.10%"
"08/14/2025","39.96","39.68","40.44","39.32","13.05M","1.58%"
"08/13/2025","39.34","40.18","40.18","38.58","19.20M","-2.09%"
"08/12/2025","40.18","39.32","40.52","39.10","19.26M","1.57%"
"08/11/2025","39.56","40.74","40.86","39.12","16.96M","-2.90%"
"08/08/2025","40.74","41.18","41.40","40.42","13.14M","-1.31%"
"08/07/2025","41.28","40.78","41.60","40.36","17.43M","3.41%"
"08/06/2025","39.92","40.12","40.30","39.70","9.45M","-0.55%"
"08/05/2025","40.14","38.80","40.56","38.44","22.86M","3.51%"
"08/04/2025","38.78","37.92","38.80","37.60","8.43M","2.32%"
"08/01/2025","37.90","38.25","38.55","37.80","10.18M","-1.30%"
"07/31/2025","38.40","38.00","38.70","38.00","12.92M","1.19%"
"07/30/2025","37.95","38.30","38.65","37.50","17.28M","-1.43%"
"07/29/2025","38.50","37.60","38.65","37.30","14.80M","2.39%"
"07/28/2025","37.60","37.55","38.35","37.15","19.80M","0.00%"
"07/25/2025","37.60","37.70","38.10","37.40","8.91M","-1.05%"
"07/24/2025","38.00","36.95","38.40","36.65","18.25M","3.12%"
"07/23/2025","36.85","37.30","37.35","36.75","13.64M","-0.41%"
"07/22/2025","37.00","37.10","37.45","36.65","11.05M","-0.27%"
"07/21/2025","37.10","37.00","37.50","36.60","17.92M","-0.67%"
"07/18/2025","37.35","37.85","38.15","37.15","10.59M","-0.93%"
"07/17/2025","37.70","38.50","38.50","37.50","6.07M","-1.44%"
"07/16/2025","38.25","38.45","38.45","38.10","8.45M","0.00%"
"07/15/2025","38.25","38.30","38.55","37.70","14.99M","-0.13%"
"07/14/2025","38.30","38.55","38.70","37.70","9.80M","-0.78%"
"07/11/2025","38.60","38.85","39.10","38.45","11.15M","-0.90%"
"07/10/2025","38.95","38.80","39.00","38.15","12.20M","0.78%"
"07/09/2025","38.65","38.35","39.05","38.20","22.62M","1.18%"
"07/08/2025","38.20","37.50","38.25","37.15","24.42M","1.87%"
"07/07/2025","37.50","37.15","37.60","36.85","10.27M","0.94%"
"07/04/2025","37.15","37.05","37.35","36.80","13.49M","0.41%"
"07/03/2025","37.00","37.20","37.60","36.80","21.57M","0.41%"
"07/02/2025","36.85","38.00","38.05","36.60","36.32M","5.74%"
"06/30/2025","34.85","34.90","35.10","34.40","8.11M","0.14%"
"06/27/2025","34.80","35.70","35.80","34.70","11.48M","-2.38%"
"06/26/2025","35.65","35.15","36.35","34.85","17.82M","1.28%"
"06/25/2025","35.20","34.30","35.40","34.15","16.08M","3.38%"
"06/24/2025","34.05","32.65","34.15","32.65","15.98M","3.03%"
"06/23/2025","33.05","32.00","33.05","31.45","7.55M","3.12%"
"06/20/2025","32.05","32.30","32.30","31.90","6.17M","0.00%"
"06/19/2025","32.05","32.90","32.90","31.80","9.80M","-2.88%"
"06/18/2025","33.00","33.35","33.50","32.70","9.52M","-1.05%"
"06/17/2025","33.35","33.60","34.30","33.15","15.98M","1.06%"
"06/16/2025","33.00","32.40","33.05","32.40","10.90M","0.76%"
"06/13/2025","32.75","33.05","33.15","32.35","8.78M","-1.65%"
"06/12/2025","33.30","33.40","33.80","33.15","10.35M","-0.89%"
"06/11/2025","33.60","33.30","33.75","33.15","4.49M","1.51%"
"06/10/2025","33.10","33.60","34.15","32.90","14.21M","-2.22%"
"06/09/2025","33.85","33.70","34.00","33.45","6.91M","0.45%"
"06/06/2025","33.70","34.20","34.50","33.50","10.89M","-0.44%"
"06/05/2025","33.85","33.70","34.00","33.50","8.09M","1.20%"
"06/04/2025","33.45","34.00","34.00","33.10","6.05M","-0.45%"
"06/03/2025","33.60","34.20","34.35","33.45","7.96M","-1.18%"
"06/02/2025","34.00","33.35","34.10","33.00","11.96M","1.80%"
"05/30/2025","33.40","33.75","34.15","33.20","11.48M","-2.20%"
"05/29/2025","34.15","33.20","34.30","33.20","15.27M","2.09%"
"05/28/2025","33.45","33.20","33.85","33.10","11.98M","1.36%"
"05/27/2025","33.00","32.15","33.20","31.95","18.71M","2.64%"
"05/26/2025","32.15","31.35","32.35","31.20","13.36M","2.39%"
"05/23/2025","31.40","31.45","31.65","30.80","9.06M","-1.41%"
"05/22/2025","31.85","31.55","32.70","31.50","14.58M","0.95%"
"05/21/2025","31.55","32.15","32.25","31.45","9.48M","-1.71%"
"05/20/2025","32.10","32.05","32.15","31.40","9.89M","1.42%"
"05/19/2025","31.65","31.95","32.05","31.50","7.58M","-1.40%"
"05/16/2025","32.10","31.70","32.30","31.40","10.17M","0.94%"
"05/15/2025","31.80","31.75","32.20","31.50","10.72M","-0.78%"
"05/14/2025","32.05","32.10","32.20","31.75","13.51M","0.47%"
"05/13/2025","31.90","31.95","32.25","31.20","15.64M","-0.31%"
"05/12/2025","32.00","31.40","32.20","31.20","24.31M","4.23%"
"05/09/2025","30.70","30.40","31.00","29.95","14.33M","0.99%"
"05/08/2025","30.40","30.20","30.70","29.95","11.82M","0.66%"
"05/07/2025","30.20","30.10","30.50","29.90","13.38M","2.03%"
"05/06/2025","29.60","29.15","30.00","28.90","16.73M","2.78%"
"05/02/2025","28.80","28.50","29.00","28.20","10.94M","2.13%"
"04/30/2025","28.20","28.50","28.75","28.05","12.21M","0.36%"
"04/29/2025","28.10","28.05","28.45","27.95","7.11M","0.54%"
"04/28/2025","27.95","28.25","28.50","27.90","7.49M","-1.06%"
"04/25/2025","28.25","28.30","28.80","28.20","8.75M","0.36%"
"04/24/2025","28.15","28.25","28.60","27.80","13.44M","-0.35%"
"04/23/2025","28.25","27.95","28.55","27.80","17.74M","3.29%"
"04/22/2025","27.35","27.00","27.35","26.70","10.60M","0.00%"
"04/17/2025","27.35","26.50","27.50","26.45","8.43M","2.63%"
"04/16/2025","26.65","26.80","27.00","26.50","18.43M","-1.30%"
"04/15/2025","27.00","28.30","28.35","26.75","19.02M","-3.57%"
"04/14/2025","28.00","27.95","28.20","27.40","10.78M","1.45%"
"04/11/2025","27.60","26.55","27.85","26.30","22.24M","3.95%"
"04/10/2025","26.55","26.05","27.10","25.90","16.76M","3.91%"
"04/09/2025","25.55","25.40","25.65","24.30","24.86M","-2.29%"
"04/08/2025","26.15","26.15","27.05","25.70","24.68M","-0.95%"
"04/07/2025","26.40","27.90","28.20","26.05","44.84M","-12.44%"
"04/03/2025","30.15","29.85","30.25","29.75","9.08M","-1.15%"
"04/02/2025","30.50","30.65","30.95","30.20","8.33M","-0.33%"
"04/01/2025","30.60","30.50","31.30","30.50","10.86M","0.66%"
"03/31/2025","30.40","31.45","31.45","30.20","19.97M","-3.34%"
"03/28/2025","31.45","32.15","32.25","31.25","12.11M","-1.87%"
"03/27/2025","32.05","32.05","32.60","31.85","9.30M","0.00%"
"03/26/2025","32.05","32.05","32.30","31.65","9.52M","0.00%"
"03/25/2025","32.05","32.70","32.70","31.80","11.94M","-1.23%"
"03/24/2025","32.45","32.70","32.70","32.05","9.54M","-0.76%"
"03/21/2025","32.70","32.85","33.10","32.15","24.69M","-0.46%"
"03/20/2025","32.85","33.75","33.85","32.80","29.55M","-2.23%"
"03/19/2025","33.60","33.05","33.70","32.80","15.03M","1.66%"
"03/18/2025","33.05","33.10","33.20","32.55","12.99M","1.23%"
"03/17/2025","32.65","32.30","33.30","32.30","12.72M","1.24%"
"03/14/2025","32.25","31.55","32.80","31.00","15.49M","3.53%"
"03/13/2025","31.15","31.55","31.80","30.80","7.36M","-1.27%"
"03/12/2025","31.55","31.85","32.25","31.25","9.74M","-2.17%"
"03/11/2025","32.25","31.80","32.35","31.15","10.75M","0.31%"
"03/10/2025","32.15","32.70","32.80","31.80","9.44M","-1.23%"
"03/07/2025","32.55","32.50","33.25","32.20","8.93M","-0.76%"
"03/06/2025","32.80","32.50","32.90","32.15","13.91M","2.02%"
"03/05/2025","32.15","31.30","32.30","31.15","9.06M","2.55%"
"03/04/2025","31.35","32.35","32.35","31.35","11.21M","-3.09%"
"03/03/2025","32.35","32.40","33.75","32.30","25.26M","1.41%"
"02/28/2025","31.90","31.30","32.55","30.90","29.89M","1.92%"
"02/27/2025","31.30","30.40","31.60","30.20","24.06M","2.12%"
"02/26/2025","30.65","30.35","30.85","30.30","9.17M","1.66%"
"02/25/2025","30.15","30.25","30.45","29.85","13.71M","-2.11%"
"02/24/2025","30.80","29.45","31.25","29.30","24.71M","4.41%"
"02/21/2025","29.50","29.90","29.90","29.10","18.05M","-1.17%"
"02/20/2025","29.85","29.25","30.30","29.15","11.37M","0.67%"
"02/19/2025","29.65","29.50","29.90","29.20","7.68M","-0.34%"
"02/18/2025","29.75","30.05","30.05","29.40","14.03M","-1.00%"
"02/17/2025","30.05","29.85","30.35","29.60","13.30M","1.01%"
"02/14/2025","29.75","29.65","29.90","29.35","16.74M","1.88%"
"02/13/2025","29.20","28.85","30.20","28.80","26.51M","1.74%"
"02/12/2025","28.70","28.50","29.15","28.45","18.25M","1.41%"
"02/11/2025","28.30","29.50","29.60","28.05","27.81M","-4.07%"
"02/10/2025","29.50","29.65","30.05","29.20","18.39M","-0.51%"
"02/07/2025","29.65","29.60","30.10","29.20","16.44M","0.17%"
"02/06/2025","29.60","29.90","30.15","29.40","20.87M","-1.00%"
"02/05/2025","29.90","31.05","31.35","29.00","25.51M","-3.70%"
"02/04/2025","31.05","31.70","31.95","30.80","14.55M","-0.80%"
"02/03/2025","31.30","32.00","32.10","30.90","26.15M","-5.86%"
"01/28/2025","33.25","32.85","33.35","32.75","6.07M","1.37%"
"01/27/2025","32.80","32.00","33.20","31.95","16.38M","3.31%"
"01/24/2025","31.75","31.20","31.75","31.05","8.14M","2.75%"
"01/23/2025","30.90","31.70","31.95","30.80","9.24M","-1.75%"
"01/22/2025","31.45","32.05","32.30","31.35","7.97M","-2.33%"
"01/21/2025","32.20","32.35","32.40","31.75","5.89M","1.10%"
"01/20/2025","31.85","31.50","32.35","31.40","12.48M","1.11%"
"01/17/2025","31.50","31.25","31.80","31.05","9.04M","0.32%"
"01/16/2025","31.40","32.00","32.45","31.40","14.96M","-2.18%"
"01/15/2025","32.10","32.40","32.80","31.85","9.43M","-1.38%"
"01/14/2025","32.55","32.15","32.90","31.85","10.18M","1.56%"
"01/13/2025","32.05","32.30","32.30","31.65","9.90M","-2.29%"
"01/10/2025","32.80","33.20","33.65","32.50","7.53M","-1.94%"
"01/09/2025","33.45","33.25","33.80","33.10","6.98M","0.60%"
"01/08/2025","33.25","33.75","33.85","32.70","6.63M","-1.04%"
"01/07/2025","33.60","32.30","33.80","32.30","10.96M","2.75%"
"01/06/2025","32.70","33.05","33.40","32.50","9.35M","-0.91%"
"01/03/2025","33.00","32.70","33.20","32.60","8.89M","2.48%"
